Water Control Zone,Station,Dates,Sample No,Depth,Volatile Suspended Solids mg_L,Unionised Ammonia mg_L,Turbidity NTU,Total Phosphorus mg_L,Total Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Inorganic Nitrogen mg_L,Temperature C,Suspended Solids mg_L,Silica mg_L,Secchi Disc Depth M,Salinity psu,Phaeo-pigments ug_L,pH,Orthophosphate Phosphorus mg_L,Nitrite Nitrogen mg_L,Nitrate Nitrogen mg_L,Faecal Coliforms cfu_100mL,E. coli cfu_100mL,Dissolved Oxygen mg_L,Dissolved Oxygen per_saturation,Chlorophyll-a ug_L,Ammonia Nitrogen mg_L,5-day Biochemical Oxygen Demand mg_L
North Western,NM3,2015-12-02,1,Surface Water,5,0.002,10.0,0.06,0.64,0.18,0.55,23.9,28,2.5,2.5,28.5,0.4,7.6,0.034,0.091,0.37,350,160,5.8,81.0,1.2,0.084,6.1
North Western,NM3,2016-01-13,1,Surface Water,1.8,0.011,1.6,0.05,0.85,0.46,0.56,19.7,8,1.3,2.1,29.2,0.3,8.4,0.005,0.045,0.34,450,370,7.4,96.0,2.2,0.17,0.6
North Western,NM3,2016-02-01,1,Surface Water,<0.5,0.002,3.9,0.06,1.01,0.52,0.82,15.7,3.5,2.8,3.0,25.7,0.5,7.3,0.034,0.049,0.44,200,80,7.3,85.0,1.2,0.33,0.6
North Western,NM3,2016-03-02,1,Surface Water,0.8,0.005,1.4,0.04,0.76,0.46,0.43,16.6,1.8,1.3,4.0,29.1,0.6,8.2,0.018,0.02,0.28,4,4,7.8,95.0,1.8,0.13,0.6
North Western,NM3,2016-04-25,1,Surface Water,2.1,0.006,15.7,0.11,1.25,0.36,1.12,22.5,11,4.6,2.0,20.3,0.7,7.8,0.049,0.086,0.8,250,76,5.9,76.0,0.7,0.23,1.2
North Western,NM3,2016-05-13,1,Surface Water,1,0.002,29.5,0.09,1.19,0.24,1.09,25.4,3.6,6.1,2.0,18.4,0.5,7.5,0.082,0.066,0.88,120,51,5.0,68.0,1.9,0.14,1.1
North Western,NM3,2016-06-20,1,Surface Water,1.3,0.003,4.5,0.13,1.22,0.17,1.12,28.4,2.9,6.9,2.7,15.6,1.4,7.9,0.048,0.098,0.95,190,89,5.1,72.0,2.6,0.068,0.8
North Western,NM3,2016-07-14,1,Surface Water,1.2,0.003,4.1,0.1,1.26,0.29,1.06,27.5,3.1,5.4,2.5,17.1,0.6,7.7,0.045,0.048,0.92,210,60,5.9,82.0,1.4,0.087,0.6
North Western,NM3,2016-08-01,1,Surface Water,2,0.002,7.7,0.12,0.93,0.47,0.5,27.3,6.2,2.1,2.0,25.2,1.6,8.0,0.004,0.038,0.42,60,24,6.1,89.0,3.6,0.041,1.1
North Western,NM3,2016-09-02,1,Surface Water,0.8,0.003,18.2,0.13,1.06,0.23,0.92,28.3,6.5,4.4,2.0,23.3,0.5,7.7,0.045,0.13,0.7,80,35,4.4,65.0,1.1,0.086,0.5
North Western,NM3,2016-10-07,1,Surface Water,3.2,0.003,5.8,0.06,0.66,0.38,0.35,28.6,19,2.4,2.5,29.5,<0.2,7.8,0.028,0.092,0.19,100,41,5.0,76.0,3.3,0.071,0.7
North Western,NM3,2016-11-07,1,Surface Water,1.2,0.003,5.5,0.06,1.18,0.85,0.41,26.4,9,1.2,2.5,30.0,1.1,7.8,0.049,0.065,0.26,59,23,5.5,81.0,1.3,0.08,0.5
North Western,NM3,2016-12-07,1,Surface Water,1.1,0.003,5.2,0.05,0.99,0.74,0.34,22.3,6.3,1.4,2.6,30.6,0.9,7.9,0.025,0.061,0.19,49,17,5.7,79.0,1.7,0.086,0.3
North Western,NM3,2017-01-04,1,Surface Water,1,0.006,8.0,0.07,0.51,0.29,0.31,20.3,4.3,0.32,2.5,29.5,0.9,8.3,0.007,0.017,0.2,160,90,8.0,106.0,2.4,0.095,1.4
North Western,NM3,2017-02-06,1,Surface Water,0.7,0.002,5.0,0.12,0.7,0.33,0.54,19.7,4.3,1.5,3.0,28.8,<0.2,7.6,0.024,0.038,0.33,70,62,6.0,78.0,1.3,0.17,0.8
North Western,NM3,2017-03-01,1,Surface Water,1.4,0.003,11.5,0.04,0.86,0.6,0.39,17.5,7.3,1.4,2.0,30.5,1,7.9,0.028,0.026,0.23,690,330,6.6,83.0,1.1,0.13,0.6
North Western,NM3,2017-04-03,1,Surface Water,0.8,0.006,4.6,0.1,0.81,0.36,0.65,20.3,5.6,2,2.9,28.7,0.3,7.9,0.033,0.039,0.41,49,30,6.8,89.0,1.5,0.2,<0.1
North Western,NM3,2017-05-08,1,Surface Water,1,0.004,4.6,0.09,0.85,0.22,0.76,25.5,3.3,2,2.7,25.0,0.8,7.8,0.01,0.043,0.59,130,92,6.6,93.0,2.9,0.13,0.8
North Western,NM3,2017-06-19,1,Surface Water,1.6,0.002,5.3,0.11,1.67,0.22,1.52,28.2,6,5.4,1.8,15.4,1.7,7.7,0.038,0.15,1.3,3600,1500,6.5,91.0,3.2,0.067,1.1
North Western,NM3,2017-07-06,1,Surface Water,2.2,0.002,8.6,0.08,1.84,0.22,1.7,27.8,9.5,8.3,1.7,11.6,1.2,7.6,0.048,0.12,1.5,1400,370,7.1,76.0,1.6,0.081,0.8
North Western,NM3,2017-08-14,1,Surface Water,0.8,0,3.2,0.07,1.24,0.16,1.09,29.5,4,6,1.7,17.8,0.9,7.8,0.038,0.23,0.85,75,26,5.3,77.0,1.4,<0.005,0.3
North Western,NM3,2017-09-06,1,Surface Water,0.7,0.001,4.2,0.13,1.2,0.17,1.07,28.0,5.4,4.9,2.5,19.9,<0.2,7.7,0.044,0.27,0.76,140,58,4.4,63.0,0.6,0.041,0.2
North Western,NM3,2017-10-11,1,Surface Water,1,0.001,5.0,0.04,0.7,0.19,0.54,29.8,7.2,3,2.5,26.7,0.8,7.9,0.026,0.16,0.35,930,320,4.1,62.0,1.3,0.027,0.3
North Western,NM3,2017-11-08,1,Surface Water,5,0.002,14.5,0.05,0.65,0.49,0.23,24.9,42,1.1,2.0,32.5,1.1,7.9,0.019,0.039,0.12,490,260,5.1,74.0,1.1,0.075,0.7
North Western,NM3,2017-12-15,1,Surface Water,2.1,0.003,9.3,0.04,0.9,0.7,0.3,20.8,16,1.2,2.5,32.8,0.4,8.0,0.029,0.034,0.17,28,13,6.0,81.0,1,0.098,0.2
North Western,NM3,2018-01-11,1,Surface Water,0.8,0.003,6.0,0.03,0.82,0.6,0.32,16.5,5.1,1.4,3.2,31.9,<0.2,8.0,0.027,0.017,0.2,2,1,6.6,81.0,1.1,0.1,0.3
North Western,NM3,2018-02-23,1,Surface Water,1.8,0.004,7.0,0.03,0.95,0.71,0.36,16.9,6.4,0.64,2.5,31.0,1.9,8.1,0.011,0.019,0.22,13,8,7.0,87.0,2.5,0.12,0.4
North Western,NM3,2018-03-08,1,Surface Water,1,0.005,6.7,0.03,1.35,1.1,0.37,18.7,4.8,0.84,3.0,30.6,0.7,8.1,0.006,0.013,0.24,49,19,6.5,83.0,1.2,0.12,1.3
North Western,NM3,2018-04-12,1,Surface Water,1.3,0.006,4.2,0.04,0.92,0.37,0.68,23.9,7,1.7,2.5,26.4,2.4,8.1,<0.002,0.046,0.5,51,19,6.5,90.0,5.8,0.13,1.8
North Western,NM3,2018-05-10,1,Surface Water,2,0.002,2.9,0.03,0.71,0.25,0.56,25.5,9.5,0.47,2.2,28.5,1.5,7.7,0.009,0.037,0.42,220,80,6.5,94.0,4.3,0.1,0.6
North Western,NM3,2018-06-06,1,Surface Water,2,0.003,1.2,0.03,0.76,0.23,0.6,28.0,5.3,1.1,3.5,26.0,2.3,7.9,0.016,0.078,0.45,340,80,4.7,69.0,9,0.074,0.7
North Western,NM3,2018-07-11,1,Surface Water,2.4,0.003,5.2,0.03,0.93,0.26,0.71,28.2,11,2,2.0,22.8,7.1,8.1,0.015,0.083,0.59,42,17,6.7,98.0,21,0.035,1.7
North Western,NM3,2018-08-15,1,Surface Water,2.2,0.002,8.2,0.04,0.99,0.27,0.77,28.7,16,3.1,2.0,24.8,0.3,7.8,0.038,0.16,0.56,1000,420,4.4,65.0,1.5,0.054,0.4
North Western,NM3,2018-09-06,1,Surface Water,1.2,<0.001,4.3,0.04,0.81,0.19,0.63,28.2,7.4,2.8,1.9,21.0,0.6,7.9,0.027,0.14,0.48,5200,1500,6.1,87.0,1,0.013,0.7
North Western,NM3,2018-10-15,1,Surface Water,1.8,0.002,4.9,0.04,0.66,0.23,0.46,26.8,8.4,2.2,2.1,29.0,1.4,8.2,0.028,0.13,0.3,800,250,6.1,89.0,0.2,0.033,0.5
North Western,NM3,2018-11-08,1,Surface Water,3.4,0.001,5.4,0.03,0.31,0.15,0.19,25.1,21,0.61,2.0,31.2,2.9,8.0,0.009,0.024,0.14,290,130,6.3,92.0,4.9,0.03,0.8
North Western,NM3,2018-12-06,1,Surface Water,0.7,0.002,3.6,0.05,0.72,0.24,0.53,23.7,6,2.1,2.0,29.8,0.8,7.9,0.028,0.14,0.34,930,370,5.8,81.0,1,0.053,0.5
North Western,NM3,2019-01-23,1,Surface Water,1.5,0.003,5.1,0.04,0.99,0.64,0.48,18.6,11,1.8,1.9,31.1,1.1,7.9,0.019,0.025,0.32,270,220,6.6,86.0,2.6,0.13,0.5
North Western,NM3,2019-02-22,1,Surface Water,0.9,0.004,2.5,0.04,1.02,0.64,0.49,21.1,2.8,0.54,2.2,28.4,4,8.0,0.009,0.016,0.36,150,87,7.3,96.0,9,0.11,1.5
North Western,NM3,2019-03-04,1,Surface Water,0.8,0.004,1.0,0.03,1.08,0.39,0.77,21.3,1.9,1.2,3.5,24.7,3.1,8.2,0.013,0.031,0.66,17,4,7.8,101.0,8,0.08,0.9
North Western,NM3,2019-04-03,1,Surface Water,1.7,0.005,2.4,0.03,0.99,0.4,0.76,22.8,7.7,2,2.6,26.5,0.2,7.8,0.022,0.033,0.56,230,110,6.0,82.0,0.5,0.17,0.4
North Western,NM3,2019-05-15,1,Surface Water,3.7,0.001,4.4,0.03,0.89,0.26,0.67,26.0,14,1.6,2.3,23.1,5.9,7.8,0.005,0.033,0.6,170,70,7.2,101.0,8.4,0.033,1.2
North Western,NM3,2019-06-20,1,Surface Water,1.3,0.002,2.9,0.05,1.46,0.54,1.01,28.6,6.4,5.1,2.1,15.9,0.7,7.5,0.012,0.064,0.86,930,240,4.6,65.0,8.7,0.09,0.8
North Western,NM3,2019-07-03,1,Surface Water,1.7,0.009,15.5,0.02,0.51,0.08,0.46,32.0,7.7,3.4,1.9,17.4,4.5,8.7,0.014,0.044,0.39,280,81,4.9,73.0,9.4,0.03,0.8
North Western,NM3,2019-08-17,1,Surface Water,1.6,<0.001,3.4,0.04,1.23,0.32,0.92,29.6,7.7,5.1,1.5,18.9,1.5,8.0,0.032,0.15,0.76,73,20,5.7,82.0,2.2,0.006,0.7
North Western,NM3,2019-09-04,1,Surface Water,1.7,0.001,7.3,0.05,1.04,0.55,0.52,27.7,12,1.8,2.1,24.8,0.5,7.9,0.034,0.15,0.34,1200,520,5.9,85.0,0.9,0.029,0.4
North Western,NM3,2019-10-11,1,Surface Water,3,0.001,5.4,0.04,0.63,0.24,0.42,29.5,18,2.1,2.1,28.8,<0.2,7.9,0.015,0.14,0.25,77,24,5.4,84.0,3.8,0.026,0.6
North Western,NM3,2019-11-11,1,Surface Water,1.6,<0.001,4.1,0.05,0.33,0.24,0.11,26.0,4.4,0.6,2.8,32.5,1.4,8.0,0.006,0.035,0.055,42,21,6.1,90.0,10,0.017,1
North Western,NM3,2019-12-13,1,Surface Water,1.8,0.003,7.6,0.05,0.35,0.2,0.23,20.0,15,1.1,1.8,33.0,1.8,8.1,0.014,0.04,0.11,2700,1900,6.9,92.0,1.4,0.075,0.4
North Western,NM3,2020-01-10,1,Surface Water,2.5,0.007,4.7,0.06,0.92,0.5,0.58,20.6,14,1.7,1.8,30.5,1.2,8.1,0.02,0.032,0.39,170,90,7.3,97.0,1,0.16,0.4
North Western,NM3,2020-02-24,1,Surface Water,1,0.006,5.6,0.03,1.19,0.91,0.4,19.3,5.3,1.2,2.2,30.1,0.8,8.2,0.014,0.012,0.27,120,77,6.6,86.0,2.1,0.12,0.5
North Western,NM3,2020-03-25,1,Surface Water,1,0.006,6.2,0.05,0.84,0.4,0.6,21.8,3.8,1.9,2.1,27.5,0.8,8.0,0.011,0.025,0.41,400,140,6.4,85.0,0.7,0.16,0.7
North Western,NM3,2020-04-16,1,Surface Water,0.8,0.001,3.3,0.04,1.15,0.18,1.04,22.4,3.4,4,2.1,22.2,2.4,7.7,0.023,0.03,0.94,11,4,7.6,99.0,3.9,0.074,0.4
North Western,NM3,2020-05-29,1,Surface Water,0.7,0.002,3.7,0.04,0.86,0.11,0.79,27.8,3.3,3.9,2.3,22.1,1.7,7.8,0.018,0.16,0.59,15,4,5.4,78.0,0.9,0.044,1
North Western,NM3,2020-06-05,1,Surface Water,1.8,<0.001,5.9,0.03,1.09,0.07,1.04,28.6,9.6,4.8,1.9,17.4,1,7.8,0.025,0.15,0.87,620,180,6.9,99.0,2.1,0.016,0.7
North Western,NM3,2020-07-13,1,Surface Water,1.8,0.002,4.8,0.06,1.24,0.17,1.09,30.5,8,5.7,1.9,11.4,2.4,8.0,0.022,0.068,1,2300,1000,7.2,102.0,10,0.023,0.8
North Western,NM3,2020-08-20,1,Surface Water,0.9,0.004,6.8,0.07,0.75,0.31,0.58,28.0,6.1,2.5,1.7,24.8,0.6,7.7,0.027,0.067,0.37,120,67,4.6,68.0,1.4,0.14,0.3
North Western,NM3,2020-09-25,1,Surface Water,<0.5,0.002,4.7,0.11,0.89,0.25,0.68,29.7,1.9,3.2,2.3,24.9,0.4,7.8,0.035,0.15,0.49,230,150,4.8,73.0,0.8,0.042,0.6
North Western,NM3,2020-10-07,1,Surface Water,1.8,0.004,3.8,0.09,0.73,0.36,0.45,28.1,8.9,2.4,2.7,27.3,<0.2,7.9,0.025,0.073,0.3,72,33,5.1,77.0,1.4,0.074,0.3
North Western,NM3,2020-11-18,1,Surface Water,0.6,0.003,6.3,0.06,0.44,0.23,0.3,24.0,4.2,0.53,1.9,31.4,0.6,7.9,0.017,0.028,0.18,15,5,5.9,84.0,1.5,0.091,0.7
North Western,NM3,2020-12-02,1,Surface Water,1.8,0.003,5.2,0.08,1.1,0.91,0.33,22.7,13,0.65,2.1,31.8,<0.2,7.7,0.023,0.025,0.16,50,31,6.1,84.0,1,0.14,0.4
North Western,NM3,2021-01-28,1,Surface Water,1,0.002,4.0,0.05,0.72,0.5,0.28,18.4,1.7,0.31,2.6,30.0,<0.2,8.0,<0.002,0.036,0.18,1,1,5.5,70.0,9.1,0.068,1.8
North Western,NM3,2021-02-17,1,Surface Water,2.6,0.003,3.1,0.05,0.66,0.48,0.29,19.9,9.2,0.36,2.3,29.2,0.3,8.0,0.004,0.004,0.18,31,24,5.5,71.0,8.3,0.11,2.5
North Western,NM3,2021-03-04,1,Surface Water,0.7,0.003,5.0,0.06,0.59,0.4,0.36,20.5,3.9,0.84,3.0,30.2,0.3,7.7,0.015,0.014,0.18,76,48,4.7,63.0,0.5,0.17,0.6
North Western,NM3,2021-04-08,1,Surface Water,0.5,0.002,4.5,0.04,0.93,0.54,0.51,24.6,2.3,1.7,2.3,28.6,0.8,7.5,0.017,0.02,0.37,2,<1,4.7,67.0,2.4,0.12,0.9
North Western,NM3,2021-05-13,1,Surface Water,2.3,0.001,6.3,,,,0.55,28.3,5.4,2.5,1.5,21.6,0.4,7.5,0.017,0.086,0.39,5,4,4.8,69.0,3.8,0.073,0.9
North Western,NM3,2021-06-07,1,Surface Water,3.4,0.002,5.0,,,,0.75,27.8,9.2,2.8,1.7,21.4,7.2,7.7,0.008,0.097,0.58,13,2,5.4,77.0,24,0.068,2.1
North Western,NM3,2021-07-08,1,Surface Water,2.4,0.001,6.3,,,,1.05,28.9,7.4,2.9,1.9,17.1,1.4,7.5,0.013,0.084,0.92,32,12,4.6,65.0,22,0.043,1.4
North Western,NM3,2021-08-19,1,Surface Water,0.5,<0.001,3.7,,,,0.77,29.4,2.7,1.8,2.6,21.1,1.8,7.4,<0.002,0.13,0.6,2,<1,4.7,69.0,11,0.04,1
North Western,NM3,2021-09-03,1,Surface Water,1.7,<0.001,3.7,,,,1.42,29.4,5.3,3.8,2.8,22.9,1.2,7.3,0.021,0.08,1.3,1,1,4.7,70.0,2.2,0.039,1.2
North Western,NM3,2021-10-25,1,Surface Water,1.2,0.002,15.6,,,,0.23,25.7,5.4,1.3,2.6,32.6,<0.2,7.9,0.017,0.11,0.077,100,63,6.0,89.0,1.3,0.044,0.3
North Western,NM3,2021-11-15,1,Surface Water,0.8,0.001,9.1,0.08,0.69,0.46,0.32,23.9,4.1,0.92,1.9,32.2,<0.2,7.6,0.018,0.054,0.18,510,230,5.7,82.0,1.9,0.086,0.6
North Western,NM3,2021-12-03,1,Surface Water,1.2,0.001,183.9,0.04,0.78,0.67,0.21,21.5,6.3,0.47,1.9,33.5,0.9,7.6,0.016,0.045,0.063,21,9,6.3,87.0,3,0.1,1
North Western,NM3,2022-01-14,1,Surface Water,<0.5,0.001,8.0,0.04,0.75,0.59,0.32,19.3,3.8,0.88,2.4,33.4,<0.2,7.4,0.024,0.052,0.11,38,28,5.5,73.0,0.5,0.16,0.2
North Western,NM3,2022-02-16,1,Surface Water,0.8,<0.001,13.8,0.03,0.46,0.17,0.42,18.3,3.2,1.6,2.5,31.7,1.5,7.3,0.027,0.12,0.17,16,9,6.6,85.0,2.2,0.13,1.6
North Western,NM3,2022-03-31,1,Surface Water,<0.5,0.002,10.1,0.04,0.51,0.25,0.42,21.3,5.1,1.2,1.9,28.7,0.5,7.6,<0.002,0.012,0.25,170,90,6.1,82.0,0.4,0.16,0.4
North Western,NM3,2022-04-07,1,Surface Water,1.6,0.003,8.7,0.04,0.64,0.19,0.61,22.3,9,2.1,2.5,26.0,1.1,7.7,0.005,0.028,0.42,8,3,6.7,90.0,1.3,0.16,0.8
North Western,NM3,2022-05-11,1,Surface Water,0.8,0.004,7.2,0.03,0.43,0.2,0.31,25.5,2.2,1.5,2.6,22.8,1.4,8.1,<0.002,0.032,0.2,110,63,6.7,93.0,3.6,0.079,0.7
North Western,NM3,2022-06-23,1,Surface Water,3.3,<0.001,22.3,0.03,1.51,0.15,1.37,27.5,20,8.4,1.1,4.2,1.5,7.6,<0.002,0.056,1.3,1500,450,5.2,68.0,1.1,0.012,<0.1
North Western,NM3,2022-07-14,1,Surface Water,<0.5,<0.001,9.6,0.04,1.23,0.26,0.99,28.8,5,6.6,1.6,16.7,2.3,7.9,<0.002,0.042,0.93,110,74,5.2,74.0,2.7,0.018,0.6
North Western,NM3,2022-08-29,1,Surface Water,1.6,<0.001,52.4,0.05,0.75,0.13,0.69,29.2,5.6,3,1.8,23.4,1.8,7.3,0.021,0.092,0.53,81,30,4.6,68.0,1.9,0.069,1.1
North Western,NM3,2022-09-08,1,Surface Water,1.2,<0.001,34.9,0.06,0.43,0.19,0.28,28.4,4.6,0.97,2.0,29.1,1.1,7.4,<0.002,0.039,0.2,3,1,5.1,78.0,2.4,0.041,0.7
North Western,NM3,2022-10-07,1,Surface Water,1,0.004,4.1,0.07,0.63,0.15,0.56,29.4,4.4,1.8,2.1,28.6,0.3,7.9,0.032,0.12,0.36,17,4,4.9,74.0,0.6,0.082,<0.1
North Western,NM3,2022-11-17,1,Surface Water,0.7,<0.001,30.7,0.09,1.01,0.53,0.57,25.1,3.4,2.1,1.2,30.3,0.4,7.2,0.025,0.095,0.38,28,13,5.9,84.0,0.5,0.099,0.1
North Western,NM3,2022-12-07,1,Surface Water,1.2,0.001,6.8,0.06,0.85,0.77,0.2,22.1,7.1,0.65,1.6,32.5,<0.2,7.5,0.01,0.008,0.07,20,5,4.9,68.0,1.3,0.12,0.2
North Western,NM5,2015-01-12,1,Surface Water,1.1,0.003,6.4,0.07,1.01,0.83,0.36,17.8,2.9,0.39,2.3,31.0,<0.2,7.8,0.019,0.02,0.16,240,100,6.7,85.0,0.9,0.18,0.6
North Western,NM5,2015-02-09,1,Surface Water,0.8,0.003,2.7,0.05,1.01,0.63,0.6,17.0,3.3,1.2,2.6,29.7,<0.2,7.7,0.014,0.035,0.34,80,91,7.4,92.0,3.7,0.22,0.1
North Western,NM5,2015-03-11,1,Surface Water,0.7,0.004,4.0,0.04,1.28,0.65,0.88,19.1,3.6,1.5,2.0,27.7,0.4,7.7,0.031,0.062,0.57,330,170,6.8,87.0,1.4,0.25,<0.1
North Western,NM5,2015-04-20,1,Surface Water,1.8,0.003,8.8,0.05,0.85,0.27,0.72,23.7,10,1.2,2.1,27.7,<0.2,7.8,0.02,0.053,0.53,310,150,6.3,87.0,2.2,0.14,0.5
North Western,NM5,2015-05-07,1,Surface Water,0.7,0.011,5.1,0.05,1.66,0.56,1.32,27.0,4.1,1.4,1.7,19.8,1.2,8.0,0.024,0.11,0.99,200,160,5.8,81.0,1,0.22,<0.1
North Western,NM5,2015-06-10,1,Surface Water,1.2,0.002,6.8,0.07,2.03,0.37,1.73,29.4,6,8.7,1.2,8.5,1.3,7.6,0.052,0.057,1.6,160,71,5.9,81.0,2.4,0.071,1.2
North Western,NM5,2015-07-03,1,Surface Water,0.9,<0.001,5.7,0.07,1.65,0.23,1.43,29.7,2.7,6.9,2.1,14.6,0.3,7.9,0.044,0.12,1.3,36,9,5.3,75.0,3.5,0.013,2.6
North Western,NM5,2015-08-19,1,Surface Water,1.2,<0.001,4.7,0.08,1.59,0.18,1.44,30.0,3.4,6.7,2.5,15.2,0.9,7.7,0.056,0.41,1,110,42,5.3,77.0,2.9,0.025,0.7
North Western,NM5,2015-09-16,1,Surface Water,1,0.003,5.5,0.16,1.3,0.32,1.05,27.8,11,4.2,2.0,21.4,0.3,7.8,0.049,0.18,0.8,150,90,5.3,75.0,2.1,0.068,<0.1
North Western,NM5,2015-10-12,1,Surface Water,0.9,<0.001,6.4,0.07,0.9,0.36,0.56,26.6,5.7,2.6,2.0,28.1,0.4,7.8,0.036,0.18,0.36,90,40,5.4,79.0,1.3,0.019,0.5
North Western,NM5,2015-11-11,1,Surface Water,3,0.003,6.2,0.06,0.7,0.28,0.52,26.5,15,1.7,3.0,28.6,<0.2,7.7,0.029,0.079,0.34,330,150,5.7,83.0,1.9,0.1,<0.1
North Western,NM5,2015-12-02,1,Surface Water,<0.5,0.002,5.9,0.1,1.47,0.26,1.34,23.6,5.2,6.6,2.5,15.5,<0.2,7.5,0.054,0.11,1.1,380,100,6.2,80.0,0.9,0.13,1.1
North Western,NM5,2016-01-13,1,Surface Water,3.4,0.005,3.1,0.1,1.09,0.5,0.86,19.4,18,2,1.6,27.0,0.4,7.7,0.019,0.066,0.52,530,330,7.1,91.0,1.9,0.27,0.6
North Western,NM5,2016-02-01,1,Surface Water,0.6,0.002,4.0,0.07,1.53,0.73,1.29,15.1,2.2,3.9,3.0,20.7,0.8,7.3,0.044,0.068,0.73,220,110,7.2,81.0,1.9,0.49,0.6
North Western,NM5,2016-03-02,1,Surface Water,0.6,0.008,2.1,0.09,0.95,0.46,0.72,16.6,1.4,2.4,4.0,24.8,0.9,8.1,0.026,0.033,0.46,310,230,7.5,90.0,4.9,0.23,1.1
North Western,NM5,2016-04-25,1,Surface Water,1,0.005,3.9,0.09,1.92,0.49,1.69,22.8,8.9,7,2.0,14.6,0.4,7.6,0.057,0.13,1.3,300,80,5.2,65.0,0.5,0.26,0.9
North Western,NM5,2016-05-13,1,Surface Water,1.6,0.003,38.0,0.1,1.76,0.37,1.59,25.8,3.7,9,2.0,12.4,0.6,7.4,0.092,0.09,1.3,320,180,5.3,70.0,2,0.2,0.9
North Western,NM5,2016-06-20,1,Surface Water,1.8,0.002,6.9,0.19,1.44,0.22,1.27,28.6,8.2,7.5,2.0,12.0,2.1,7.8,0.045,0.12,1.1,1100,490,5.1,70.0,3.6,0.05,0.7
North Western,NM5,2016-07-14,1,Surface Water,1.2,0.002,9.3,0.08,2.35,0.36,2.09,28.9,4.7,11,2.0,6.6,3.3,7.5,0.059,0.19,1.8,380,120,6.7,90.0,5.6,0.1,0.9
North Western,NM5,2016-08-01,1,Surface Water,1.7,0.001,5.3,0.22,1.23,0.38,0.87,29.0,3.8,3.7,2.5,19.3,1,8.1,0.003,0.059,0.79,2,1,7.4,107.0,7.7,0.017,1.8
North Western,NM5,2016-09-02,1,Surface Water,1,0.002,9.1,0.18,1.15,0.26,0.97,28.4,5.7,4.6,2.0,22.1,0.6,7.7,0.048,0.14,0.75,80,71,4.9,71.0,1,0.08,0.6
North Western,NM5,2016-10-07,1,Surface Water,1.4,0.003,4.6,0.07,0.65,0.27,0.44,29.0,5.6,3.1,3.0,28.3,0.8,7.8,0.031,0.12,0.26,43,26,5.6,85.0,3.6,0.062,0.7
North Western,NM5,2016-11-07,1,Surface Water,1.6,0.003,25.8,0.08,0.8,0.45,0.45,26.2,13,1.4,2.5,25.3,0.5,7.8,0.032,0.073,0.28,270,140,5.8,83.0,1.3,0.1,0.5
North Western,NM5,2016-12-07,1,Surface Water,0.8,0.005,4.4,0.08,0.95,0.48,0.65,21.8,3.5,2.1,2.4,28.5,1.3,7.9,0.041,0.091,0.38,800,460,6.2,83.0,1.4,0.18,0.4
North Western,NM5,2017-01-04,1,Surface Water,1,0.006,4.9,0.07,0.71,0.31,0.55,20.5,4,0.81,3.0,27.6,1.3,8.1,0.014,0.031,0.37,210,140,8.2,107.0,2.9,0.15,0.8
North Western,NM5,2017-02-06,1,Surface Water,0.8,0.002,4.6,0.09,0.93,0.34,0.8,19.8,3.4,2,2.5,26.7,0.4,7.6,0.018,0.05,0.54,120,56,5.9,75.0,1,0.21,0.7
North Western,NM5,2017-03-01,1,Surface Water,0.9,0.003,9.7,0.06,0.9,0.51,0.58,17.8,5.2,1.9,2.0,28.6,0.9,7.8,0.037,0.036,0.35,940,700,6.5,82.0,1.9,0.19,0.8
North Western,NM5,2017-04-03,1,Surface Water,0.6,0.007,2.9,0.06,1.61,0.4,1.48,20.8,3.2,3.9,2.4,23.0,<0.2,7.9,0.044,0.11,1.1,7,7,6.8,87.0,0.9,0.27,<0.1
North Western,NM5,2017-05-08,1,Surface Water,1.2,0.005,6.1,0.09,1.24,0.29,1.1,26.0,4.4,2.9,2.4,21.7,2.9,7.8,0.005,0.064,0.89,140,75,6.3,88.0,3.4,0.15,1
North Western,NM5,2017-06-19,1,Surface Water,2.1,0.003,8.8,0.09,2.6,0.41,2.36,28.9,9,9.3,2.3,4.5,2.6,7.4,0.055,0.29,1.9,2600,560,5.8,77.0,3.6,0.17,1
North Western,NM5,2017-07-06,1,Surface Water,2,0.002,8.8,0.08,2.15,0.33,1.91,27.9,9,9.5,2.2,7.4,3.4,7.5,0.054,0.12,1.7,1200,550,7.7,75.0,1.4,0.091,0.9
North Western,NM5,2017-08-14,1,Surface Water,0.7,0,4.2,0.08,1.64,0.16,1.49,30.5,3.2,8.4,1.8,11.8,1.4,7.8,0.049,0.28,1.2,120,27,6.2,88.0,1.5,<0.005,0.7
North Western,NM5,2017-09-06,1,Surface Water,1.2,0.001,4.1,0.11,1.39,0.2,1.24,28.2,5.9,5.6,2.5,17.3,0.2,7.6,0.053,0.33,0.86,470,200,4.4,62.0,0.5,0.051,0.2
North Western,NM5,2017-10-11,1,Surface Water,0.9,0,4.1,0.06,1.09,0.13,0.97,30.2,5.4,3.8,2.5,20.6,0.5,7.8,0.044,0.33,0.63,170,49,4.2,62.0,0.9,<0.005,0.3
North Western,NM5,2017-11-08,1,Surface Water,4.8,0.002,8.3,0.04,0.41,0.24,0.24,24.7,26,1.2,2.0,32.2,0.3,7.9,0.024,0.043,0.13,4200,1800,4.6,66.0,1.1,0.067,0.5
